FILIAL; DATA PROC; IDADE INI; IDADE FIM;SETOR LOJA   ;MERC ;DIGITO;STATUS;DESCRICAO ;EMBALAGEM ;DT VENC   ;TRIBUTACAO;LC;QTDE_IDEAL;DT PRECO IND;PRECO IND;DT ULT ENTR;CUSTO ULT ENTR;QTDE ULT ENTR;QTDE PED COMPRA;QTDE PED FILIAL;QTDE PED NF AT;ESTOQ EMB1;ESTOQ EMB9;CUSTO MEDIO;PRECO VENDA;PERC RENT;QTDE VENDA EMB1;IDADE;NAO VENDE;TP ETIQ;MIX;DT PRECO;EMB.INTERMEDIARIA;PAR;DIREITO DEVOLUCAO;GESTAO ISV;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;82035;180; ;LENTILHA FRITZ FRIDA T.1           ;CXA 1 X 10 400G   ;; ; ;224;     ;0;19/12/2025;55,78;43;0;0;0;19;5;55,5;87,9;11,53;9;123;1;C; ;31/10/2025;; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;6091;111; ;POLVILHO YOKI DOCE-063             ;FDO 2 X 6 500G   ;; ; ;120;     ;0;09/02/2026;91,42;20;0;0;0;12;2;89,53;152,28;9,06;3;71;7;C; ;25/01/2026;S;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;9781;154; ;PURE BATATA QUALIMAX PCT           ;CXA 1 X 6 800G   ;; ; ;50;     ;0;09/03/2026;146,03;10;0;5;0;7;3;145,64;239,94;7,16;10;43;1;C; ;07/04/2026;;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;6326;123; ;MILHO PIPOCA MICRO YOKI SALGADA-220;CXA 1 X 36 100G   ;; ; ;90;     ;0;13/03/2026;92,23;10;0;0;0;12;2;91,93;161,64;10,99;12;40,53;1;C; ;15/12/2025;S;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;94701;111; ;FAROFA MAND YOKI BANANA            ;CXA 1 X 12 200G   ;; ; ;96;     ;0;20/03/2026;51,77;16;0;0;0;21;8;51,38;85,68;7,89;10;49;1;C; ;29/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;61432;159; ;GRAO BICO KICALDO                  ;FDO 1 X 12 500G   ;; ; ;135;     ;0;23/03/2026;88,5;20;0;0;0;12;9;88,48;136,8;10;8;29;1;C; ;09/06/2025;;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;94702;171; ;FAROFA MAND YOKI CEBOLA            ;CXA 1 X 12 200G   ;; ; ;96;     ;0;20/03/2026;51,77;16;0;0;0;23;6;51,38;85,68;7,89;11;46,68;1;C; ;29/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;71307;111; ;GOMA MANDIOCA AKIO GRANULADA       ;CXA 1 X 20 500G   ;; ; ;70;     ;0;10/04/2026;128,57;5;0;0;0;9;10;128,56;211,8;7,16;2;27,57;1;C; ;28/11/2025;; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;84298;195; ;AVEIA KODILAR FLOCOS FINOS         ;CXA 1 X 12 500G   ;; ; ;54;     ;0;08/04/2026;65,32;18;0;0;0;18;10;64,86;103,09;4,95;0;14,94;5;C; ;22/02/2026;; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;6089;108; ;FARINHA ROSCA YOKI-042             ;FDO 4 X 6 500G   ;; ; ;72;     ;0;20/03/2026;193,59;8;0;0;0;6;19;194,87;307,21;4,42;1;32;1;C; ;20/03/2026;S;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;75739;139; ;AMIDO MILHO APTI                   ;CXA 1 X 10 1KG    ;; ; ;72;     ;0;14/04/2026;56,91;14;0;0;0;22;9;59,74;89,8;1,33;1;17,49;2;C; ;15/04/2026;; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;37704;190; ;MILHO PIPOCA CAMPO BELO IMPORTADA  ;FDO 1 X 24 500G   ;; ; ;80;     ;0;23/03/2026;50,33;40;0;0;0;26;23;50,92;90,96;11,87;28;29;2;C; ;26/01/2026;;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;92309;126; ;MILHO PIPOCA KISABOR PREMIUM       ;CXA 1 X 24 400G   ;; ; ;90;     ;0;18/03/2026;54,22;60;0;0;0;24;23;60,53;100,56;7,66;32;34;1;C; ;12/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;11635;124; ;MILHO PIPOCA MICRO YOKI NATURAL-062;CXA 1 X 36 100G   ;; ; ;90;     ;0;13/03/2026;92,23;10;0;0;0;16;24;91,93;161,64;10,99;3;42,6;1;C; ;15/12/2025;S;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;10481;178; ;FARINHA MAND.CAMPO BELO GROSSA BCA ;FDO 1 X 10 1KG    ;; ; ;56;     ;0;23/03/2026;50,25;56;0;0;0;31;0;50,9;60,9;9,86;24;29;3;C; ;09/04/2026;S;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;19650;162; ;FLOCAO VITAMILHO                   ;FDO 1 X 30 500G   ;; ; ;66;     ;0;24/03/2026;45,85;84;0;0;0;35;0;45,85;63;2,65;52;28;1;X; ;18/02/2026;;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;38228;144; ;MILHO PIPOCA MICRO YOKI COB.CAR1529;CXA 1 X 30 160G   ;; ; ;90;     ;0;13/03/2026;141,18;10;0;0;0;12;8;143,86;263,4;13,24;4;43,98;1;C; ;31/03/2026;;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;34761;104; ;GOMA MANDIOCA AKIO                 ;FDO 1 X 20 500G   ;; ; ;70;     ;0;06/03/2026;58,33;40;0;0;0;31;5;58,33;105,8;12,72;2;46;1;C; ;15/02/2026;;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;92308;167; ;MILHO PIPOCA KISABOR               ;CXA 1 X 24 400G   ;; ; ;90;     ;0;18/03/2026;48,04;40;0;0;0;38;2;51,7;88,56;9,46;67;34;1;C; ;12/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;73806;103; ;FARINHA TRIGO NITA INTEGRAL        ;FDO 1 X 10 1KG    ;; ; ;100;     ;0;16/04/2026;34,64;50;0;0;0;58;4;34,68;42,9;5,58;14;6,15;1;C; ;09/04/2026;; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;88733;176; ;MILHO PIPOCA YOKI                  ;CXA 1 X 28 400G   ;; ; ;90;     ;0;20/03/2026;91,99;20;0;0;0;22;12;92,91;153,72;7,41;14;33,73;1;C; ;17/04/2026;; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;6090;146; ;FUBA YOKI-045                      ;FDO 4 X 6 500G   ;; ; ;72;     ;0;20/03/2026;67,08;36;0;0;0;36;9;68,88;90,96;10,71;27;32,07;1;C; ;01/02/2026;S;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;84185;147; ;FARINHA MILHO YOKI TEMP.           ;CXA 1 X 12 400G   ;; ; ;80;     ;0;20/03/2026;64,85;20;0;0;0;43;5;65,43;111,48;9,16;12;36,48;1;C; ;28/08/2025;; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;41518;152; ;FLOCAO MARATA                      ;FDO 1 X 20 500G   ;; ; ;80;     ;0;21/01/2026;31,8;320;0;0;0;94;19;30,47;45,8;8,89;194;90;1;C; ;15/04/2026;;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;38224;106; ;GOMA MANDIOCA AKIO                 ;FDO 1 X 10 1KG    ;; ; ;80;     ;0;06/03/2026;57,29;80;0;0;0;55;1;57,29;94,9;7,49;13;46;1;C; ;09/04/2026;;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;61429;197; ;FARINHA MAND.KICALDO GROSSA BCA    ;FDO 1 X 10 1KG    ;; ; ;64;     ;0;30/03/2026;49,24;64;0;0;0;64;4;49,23;59;10,01;29;22,28;1;C; ;09/06/2025;;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;53457;109; ;MILHO PIPOCA MICRO YOKI M.CIN. -845;CXA 1 X 36 100G   ;; ; ;90;     ;0;13/03/2026;92,23;30;0;0;0;42;2;91,93;161,64;10,99;13;41,57;1;C; ;15/12/2025;;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;12501;141; ;FUBA YOKI-046                      ;FDO 4 X 3 1KG    ;; ; ;80;     ;0;20/03/2026;56,78;40;0;0;0;70;10;58,18;75,48;9,36;43;61,16;1;C; ;28/08/2025;S;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;48106;159; ;GOMA MANDIOCA DA TERRINHA          ;FDO 1 X 12 1KG    ;; ; ;60;     ;0;10/12/2025;90,64;360;0;0;0;45;9;91,36;153,49;8,33;75;132;1;C; ;14/04/2026;;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;77591;147; ;FUBA YOKI MIMOSO                   ;CXA 1 X 6 4KG    ;; ; ;36;     ;0;06/02/2026;131,35;24;0;0;0;33;3;130,46;168;8,79;7;82,79;1;C; ;14/01/2026;; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;88731;157; ;MILHO PIPOCA YOKI PREMIUM          ;CXA 1 X 28 400G   ;; ; ;90;     ;0;20/03/2026;120,05;30;0;0;0;36;24;141,11;232,13;7,07;21;47,62;1;C; ;13/04/2026;; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;84184;188; ;FARINHA MAND.YOKI TEMPERADA        ;CXA 1 X 14 800G   ;; ; ;42;     ;0;20/03/2026;112,78;84;0;0;0;49;3;116,22;193,06;7,66;67;32;1;C; ;13/04/2026;; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;26744;123; ;FARINHA TRIGO NITA PIZZA           ;FDO 1 X 5 5KG    ;; ; ;40;     ;0;02/03/2026;54,85;200;0;0;0;143;3;54,88;67,5;5,13;43;50;1;C; ;12/04/2026;;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;84950;138; ;TAPIOCA GARLIC                     ;CXA 1 X 20 500G   ;; ; ;50;     ;0;08/01/2026;62,68;150;0;0;0;134;19;63,38;99,8;4,34;7;103;1;C; ;17/04/2026;; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;74145;135; ;FARINHA TRIGO TRES COROAS TIPO 1   ;FDO 1 X 10 1KG    ;; ; ;100;     ;0;08/04/2026;21,23;1000;0;0;0;439;3;21,29;24,9;0,9;562;13;1;C; ;17/04/2026;; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;84951;103; ;TAPIOCA GARLIC                     ;CXA 1 X 10 1KG    ;; ; ;48;     ;0;08/01/2026;62,68;150;0;0;0;160;3;63,99;99,8;3,74;14;105,95;1;C; ;17/04/2026;; ; ;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;48105;100; ;GOMA MANDIOCA DA TERRINHA          ;FDO 1 X 24 500G   ;; ; ;60;     ;0;10/12/2025;90,64;240;0;0;0;241;9;91,93;150,96;6,96;42;132,04;1;C; ;14/04/2026;;N;N;S;
 945;21/04/26;   0; 999;021-MILHO PIPOCA/GRAOS/FARINACEOS                                                                       ;84186;106; ;FARINHA MAND.YOKI TEMPERADA        ;CXA 1 X 24 400G   ;; ; ;48;     ;0;08/12/2025;105,21;144;0;0;0;219;14;109,69;182,16;7,64;110;135,03;1;C; ;10/04/2026;; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;39948;136; ;CALDO ARISCO CARNE                 ;CXA 1 X 80 114G   ;; ; ;100;     ;0;06/03/2026;187,35;2;0;0;0;0;1;188,79;286,4;1,94;2;46;1;C; ;19/04/2026;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;83335;140; ;OREGANO DA TERRINHA                ;CXA 1 X 24 8G     ;; ; ;310;     ;0;26/03/2026;26,06;10;0;0;0;0;4;26,15;54,96;20,28;9;26;1;C; ;05/03/2025;; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;29153;190; ;FOLHA LOURO KODILAR                ;PCT 1 X 50 15G    ;; ; ;60;     ;0;08/04/2026;90,99;1;0;0;0;0;3;90,62;154,51;9,21;2;13;1;C; ;15/12/2025;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;33358;180; ;TEMP.DUSUL PT COMPLETO C/PIMENTA   ;CXA 1 X 6 900G   ;; ; ;150;     ;0;24/03/2026;35,02;5;0;10;0;0;4;34,78;41,94;3,4;5;28;1;C; ;17/03/2026;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;35992;179; ;ALECRIM KODILAR                    ;FDO 1 X 50 20G    ;; ; ;150;     ;0;08/04/2026;43,76;1;0;0;0;0;31;43,59;74,5;9,33;0;13;1;C; ;21/03/2025;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;93101;167; ;CURCUMA PO BR SPICES               ;CXA 1 X 12 60G    ;; ; ;296;     ;0;14/01/2026;76,97;3;0;0;0;0;5;76,48;130,68;9,33;1;97;3;C; ;22/02/2026;S; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;76889;119; ;CALDO KNORR GALINHA                ;CXA 1 X 60 152G   ;; ; ;104;     ;0;28/03/2026;199,48;6;0;0;0;0;12;195,54;298,81;2,42;6;24;1;C; ;19/04/2026;; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;65255;103; ;OREGANO KISABOR                    ;CXA 1 X 30 8G     ;; ; ;340;     ;0;18/03/2026;40,28;10;0;0;0;1;1;39,14;68,7;10,88;13;34;1;C; ;13/04/2026;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;33359;139; ;TEMP.DUSUL PT COMPLETO S/PIMENTA   ;CXA 1 X 6 900G   ;; ; ;150;     ;0;24/03/2026;35,02;5;0;5;0;1;1;34,78;41,94;3,4;3;28;1;C; ;17/03/2026;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;94286;197; ;ACAFRAO DA TERRINHA                ;CXA 1 X 24 30G    ;; ; ;310;     ;0;25/02/2026;44,35;10;10;0;0;0;23;44,79;71,76;5,45;5;55;10;C; ;02/06/2025;S; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;78479;173; ;SAL PARRILLA BR SPICES ALHO        ;CXA 1 X 12 1015G  ;; ; ;75;     ;0;10/03/2026;144,74;3;0;0;0;0;4;145,03;195,48;-6,32;2;42;1;C; ;09/04/2026;; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;83346;178; ;COLORIFICO DA TERRINHA             ;CXA 1 X 24 70G    ;; ; ;310;     ;0;25/02/2026;40,47;20;0;0;0;1;5;40,59;52,56;8,99;11;55;1;C; ;31/07/2025;; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;83337;159; ;SALSA DESIDRATADA DA TERRINHA      ;CXA 1 X 24 8G     ;; ; ;310;     ;0;26/03/2026;48,84;3;0;0;0;1;4;49,29;71,76;5,98;1;26;1;C; ;29/08/2025;; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;57469;199; ;SAL ROSA HIMALAIA KODILAR GROSSO   ;FDO 1 X 12 500G   ;; ; ;100;     ;0;18/04/2026;64,31;1;0;0;0;1;0;63,94;101,88;5,08;0;3;58;C; ;31/12/2025;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;94288;115; ;CURRY DA TERRINHA                  ;CXA 1 X 24 15G    ;; ; ;310;     ;0;25/02/2026;31,02;10;0;0;0;2;1;31,38;40,56;8,84;4;55;1;C; ;12/12/2025;S; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;96777;129; ;TEMP.SAZON NA MEDIDA CHEIRO VERDE  ;CXA 1 X 48 30G    ;; ; ;100;     ;0;05/01/2026;122,52;5;0;0;0;0;26;123,08;146,4;2,33;1;106;2;C; ;05/01/2026;S; ;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;61904;181; ;TEMP.DUSUL PT COMPLETO C/BACON     ;CXA 1 X 6 900G   ;; ; ;150;     ;0;24/03/2026;34,97;3;0;5;0;2;0;34,78;41,94;3,4;2;28;1;C; ;17/03/2026;S;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;44842;198; ;TEMP.KNORR MINHA CARNE ASSADA CAS. ;CXA 1 X 15 25G    ;; ; ;416;     ;0;13/02/2026;84,79;5;0;0;0;0;12;87,28;112,35;8,48;3;67;2;C; ;24/03/2026;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;35997;176; ;TEMP.TEMPERAFACIL FEIJAO           ;CXA 1 X 48 60G    ;; ; ;80;     ;0;31/03/2026;119,03;1;0;2;0;0;30;118,71;148,33;6,24;1;21;3;C; ;31/12/2025;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;3104;154; ;TEMP.MAGGI MEU SEGREDO LEGUMES     ;CXA 1 X 48 50G    ;; ; ;91;     ;0;13/11/2025;154,53;1;0;0;0;0;23;155,21;136,8;-26,11;0;159;999;C; ;07/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;83328;140; ;BICARBONATO DE SODIO DA TERRINHA   ;CXA 1 X 24 80G    ;; ; ;310;     ;0;26/03/2026;26,96;10;20;0;0;2;19;27;47,76;11,28;13;26;1;C; ;31/01/2025;; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;61903;121; ;TEMP.DUSUL COMPLETO C/BACON        ;CXA 1 X 24 290G   ;; ; ;136;     ;0;09/02/2026;45,62;5;0;0;0;1;15;46,57;62,16;11,14;1;71;1;C; ;17/03/2026;S;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;89028;166; ;BICARBONATO SODIO DA TERRINHA      ;CXA 1 X 6 500G   ;; ; ;217;     ;0;26/03/2026;28,76;9;30;0;0;2;4;29,1;52,74;12,67;13;26;13;C; ;22/12/2025;; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;33361;142; ;TEMP.DUSUL COMPLETO S/PIMENTA      ;CXA 1 X 24 290G   ;; ; ;136;     ;0;24/03/2026;47,26;5;0;0;0;1;16;46,57;62,16;11,22;6;28;1;C; ;17/03/2026;S;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;33362;101; ;TEMP.DUSUL COMPLETO C/PIMENTA      ;CXA 1 X 24 290G   ;; ; ;136;     ;0;05/03/2026;45,47;5;0;0;0;1;17;46,57;62,16;11,14;1;47;1;C; ;17/03/2026;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;88457;197; ;TEMP.SAZON VERMELHO                ;CXA 1 X 48 40G    ;; ; ;120;     ;0;05/01/2026;136,3;5;0;0;0;0;28;138;186,24;12,03;0;106;46;C; ;23/09/2025;S; ;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;23771;186; ;TEMP.KODILAR COMPLETO              ;CXA 1 X 24 500G   ;; ; ;54;     ;0;26/03/2026;91,47;1;0;1;0;0;23;90,74;114,96;7,31;1;26;1;C; ;16/12/2025;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;72247;149; ;TEMPERO KISABOR FRANGO             ;CXA 1 X 24 40G    ;; ; ;340;     ;0;09/01/2026;41,2;32;0;0;0;2;3;42,42;54,96;8,94;11;102;1;C; ;13/04/2026;; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;39950;133; ;TEMP.ARISCO COMPLETO C/PIMENTA     ;CXA 1 X 24 300G   ;; ; ;102;     ;0;28/03/2026;149,38;2;0;0;0;0;16;146,03;179,53;5;1;24;1;C; ;13/04/2026;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;33360;177; ;TEMP.DUSUL PT ALHO/SAL             ;CXA 1 X 6 900G   ;; ; ;100;     ;0;24/03/2026;35,02;5;0;5;0;2;5;34,78;41,94;3,4;2;28;1;C; ;17/03/2026;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;29154;149; ;MANJERICAO KODILAR                 ;PCT 1 X 50 20G    ;; ; ;75;     ;0;18/04/2026;66,03;1;0;0;0;1;27;65,93;104,5;4,77;0;6,5;1;C; ;24/03/2025;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;96447;121; ;SAL ROSA HIMALAIA KISABOR          ;CXA 1 X 12 500G   ;; ; ;144;     ;0;18/03/2026;41,79;20;0;0;0;3;9;27,48;57,48;20,05;16;34;1;C; ;13/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;94706;108; ;COLORIFICO PO KITANO SACHE         ;CXA 1 X 24 20G    ;; ; ;320;     ;0;06/02/2026;18,47;10;0;0;0;5;16;18,36;33,36;12,81;2;74;1;C; ;13/11/2024;S; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;10914;164; ;CRAVO INDIA YOKI                   ;CXA 1 X 24 8G     ;; ; ;320;     ;0;04/03/2026;51,72;5;0;0;0;2;1;51,23;84;6,86;1;48;6;C; ;28/10/2025;S; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;82269;123; ;TEMP.KNORR CARNES                  ;CXA 1 X 24 50G    ;; ; ;200;     ;0;28/03/2026;116,54;2;0;0;0;0;22;114,27;148,32;9,19;1;24;2;C; ;06/04/2026;; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;82991;120; ;SAL PARRILHA BRAHMA TEMP.GAUCHO    ;CXA 1 X 12 500G   ;; ; ;90;     ;0;18/03/2026;71,64;10;0;0;0;1;6;71,53;117,48;6,97;7;34;1;C; ;07/01/2026;; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;72248;108; ;TEMPERO KISABOR LEGUMES            ;CXA 1 X 24 40G    ;; ; ;340;     ;0;18/03/2026;44,78;10;0;0;0;2;18;42,23;54,96;9,49;7;34;1;C; ;13/04/2026;; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;51004;173; ;COLORIFICO ARIZ                    ;CXA 1 X 12 1010G  ;; ; ;70;     ;0;23/02/2026;71,41;5;0;5;0;1;8;70,99;119,89;8,64;2;57;1;C; ;07/08/2024;S;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;36000;121; ;TEMP.TEMPERAFACIL NORDESTE         ;CXA 1 X 48 60G    ;; ; ;80;     ;0;30/03/2026;118,98;1;0;0;0;1;0;118,71;148,33;6,24;0;22;31;C; ;31/12/2025;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;35989;116; ;BICARBONATO SODIO KODILAR          ;CXA 1 X 50 60G    ;; ; ;150;     ;0;31/03/2026;69,53;1;0;0;0;1;41;69,25;109,5;4,62;0;24,15;1;C; ;31/07/2025;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;14058;117; ;COLORIFICO KODILAR                 ;CXA 1 X 50 80G    ;; ; ;150;     ;0;31/03/2026;97,55;1;0;0;0;1;16;97,11;124,5;8,22;0;22,69;1;C; ;22/02/2026;;N;N;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;94705;149; ;COLORIFICO KITANO CHEF LINE        ;CXA 1 X 12 400G   ;; ; ;126;     ;0;04/03/2026;46,21;5;0;0;0;2;10;46,71;89,88;15,88;1;48;9;C; ;13/11/2024;S; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;76787;109; ;CALDO APTI GALINHA                 ;CXA 1 X 30 114G   ;; ; ;240;     ;0;14/04/2026;43,56;3;0;0;0;3;0;44,35;74,4;8,24;0;7;999;C; ;09/04/2026;; ; ;S;
 945;21/04/26;   0; 999;022-CONDIMENTO/TEMPERO/SAL/VINAGRE                                                                      ;30353;169; ;TEMP.TEMPERAFACIL CARNES           ;CXA 1 X 48 60G    ;; ; ;80;     ;0;18/04/2026;119,09;1;0;1;0;1;6;118,71;148,33;6,24;2;5;1;C; ;31/12/2025;;N;N;S;
